0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.074000000000000000e+03
2.000000000000000000e+00,2.734000000000000000e+03
3.000000000000000000e+00,2.848000000000000000e+03
4.000000000000000000e+00,2.874000000000000000e+03
5.000000000000000000e+00,2.847000000000000000e+03
6.000000000000000000e+00,2.851000000000000000e+03
7.000000000000000000e+00,2.839000000000000000e+03
8.000000000000000000e+00,2.859000000000000000e+03
9.000000000000000000e+00,2.816000000000000000e+03
1.000000000000000000e+01,2.831000000000000000e+03
1.100000000000000000e+01,2.855000000000000000e+03
1.200000000000000000e+01,2.868000000000000000e+03
1.300000000000000000e+01,2.837000000000000000e+03
1.400000000000000000e+01,2.839000000000000000e+03
1.500000000000000000e+01,2.845000000000000000e+03
1.600000000000000000e+01,2.865000000000000000e+03
1.700000000000000000e+01,2.890000000000000000e+03
1.800000000000000000e+01,2.821000000000000000e+03
1.900000000000000000e+01,2.867000000000000000e+03
2.000000000000000000e+01,2.829000000000000000e+03
2.100000000000000000e+01,2.831000000000000000e+03
2.200000000000000000e+01,2.872000000000000000e+03
2.300000000000000000e+01,2.784000000000000000e+03
2.400000000000000000e+01,2.874000000000000000e+03
2.500000000000000000e+01,2.869000000000000000e+03
2.600000000000000000e+01,2.557000000000000000e+03
2.700000000000000000e+01,2.866000000000000000e+03
2.800000000000000000e+01,2.833000000000000000e+03
2.900000000000000000e+01,2.858000000000000000e+03
3.000000000000000000e+01,2.856000000000000000e+03
3.100000000000000000e+01,2.851000000000000000e+03
3.200000000000000000e+01,2.857000000000000000e+03
3.300000000000000000e+01,2.893000000000000000e+03
3.400000000000000000e+01,2.870000000000000000e+03
3.500000000000000000e+01,2.858000000000000000e+03
3.600000000000000000e+01,2.897000000000000000e+03
3.700000000000000000e+01,2.862000000000000000e+03
3.800000000000000000e+01,2.859000000000000000e+03
3.900000000000000000e+01,2.894000000000000000e+03
4.000000000000000000e+01,2.890000000000000000e+03
4.100000000000000000e+01,2.881000000000000000e+03
4.200000000000000000e+01,2.878000000000000000e+03
4.300000000000000000e+01,2.909000000000000000e+03
4.400000000000000000e+01,2.892000000000000000e+03
4.500000000000000000e+01,2.877000000000000000e+03
4.600000000000000000e+01,2.881000000000000000e+03
4.700000000000000000e+01,2.841000000000000000e+03
4.800000000000000000e+01,2.879000000000000000e+03
4.900000000000000000e+01,2.849000000000000000e+03
5.000000000000000000e+01,2.884000000000000000e+03
5.100000000000000000e+01,2.866000000000000000e+03
5.200000000000000000e+01,2.847000000000000000e+03
5.300000000000000000e+01,2.560000000000000000e+03
5.400000000000000000e+01,2.877000000000000000e+03
5.500000000000000000e+01,2.894000000000000000e+03
5.600000000000000000e+01,2.903000000000000000e+03
