1.712000000000000000e+03,3.514000000000000000e+03,1.180000000000000000e+02
1.901000000000000000e+03,3.908000000000000000e+03,1.220000000000000000e+02
2.090000000000000000e+03,4.328000000000000000e+03,1.220000000000000000e+02
2.297000000000000000e+03,4.766000000000000000e+03,2.420000000000000000e+02
2.501000000000000000e+03,5.228000000000000000e+03,2.030000000000000000e+02
2.710000000000000000e+03,5.712000000000000000e+03,2.270000000000000000e+02
2.939000000000000000e+03,6.216000000000000000e+03,1.800000000000000000e+02
