0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.117000000000000000e+03
2.000000000000000000e+00,1.386000000000000000e+03
3.000000000000000000e+00,1.509000000000000000e+03
4.000000000000000000e+00,1.508000000000000000e+03
5.000000000000000000e+00,1.561000000000000000e+03
6.000000000000000000e+00,1.514000000000000000e+03
7.000000000000000000e+00,1.497000000000000000e+03
8.000000000000000000e+00,1.540000000000000000e+03
9.000000000000000000e+00,1.560000000000000000e+03
1.000000000000000000e+01,1.559000000000000000e+03
1.100000000000000000e+01,1.549000000000000000e+03
1.200000000000000000e+01,1.472000000000000000e+03
1.300000000000000000e+01,1.564000000000000000e+03
1.400000000000000000e+01,1.567000000000000000e+03
1.500000000000000000e+01,1.586000000000000000e+03
1.600000000000000000e+01,1.587000000000000000e+03
1.700000000000000000e+01,1.608000000000000000e+03
1.800000000000000000e+01,1.589000000000000000e+03
1.900000000000000000e+01,1.563000000000000000e+03
2.000000000000000000e+01,1.597000000000000000e+03
2.100000000000000000e+01,1.595000000000000000e+03
2.200000000000000000e+01,1.600000000000000000e+03
2.300000000000000000e+01,1.631000000000000000e+03
2.400000000000000000e+01,1.621000000000000000e+03
2.500000000000000000e+01,1.625000000000000000e+03
2.600000000000000000e+01,1.604000000000000000e+03
2.700000000000000000e+01,1.630000000000000000e+03
2.800000000000000000e+01,1.574000000000000000e+03
2.900000000000000000e+01,1.633000000000000000e+03
3.000000000000000000e+01,1.654000000000000000e+03
3.100000000000000000e+01,1.645000000000000000e+03
3.200000000000000000e+01,1.651000000000000000e+03
3.300000000000000000e+01,1.655000000000000000e+03
3.400000000000000000e+01,1.656000000000000000e+03
3.500000000000000000e+01,1.650000000000000000e+03
3.600000000000000000e+01,1.696000000000000000e+03
3.700000000000000000e+01,1.669000000000000000e+03
3.800000000000000000e+01,1.664000000000000000e+03
3.900000000000000000e+01,1.646000000000000000e+03
4.000000000000000000e+01,1.681000000000000000e+03
4.100000000000000000e+01,1.683000000000000000e+03
4.200000000000000000e+01,1.656000000000000000e+03
4.300000000000000000e+01,1.721000000000000000e+03
4.400000000000000000e+01,1.686000000000000000e+03
4.500000000000000000e+01,1.680000000000000000e+03
4.600000000000000000e+01,1.703000000000000000e+03
4.700000000000000000e+01,1.689000000000000000e+03
4.800000000000000000e+01,1.675000000000000000e+03
4.900000000000000000e+01,1.704000000000000000e+03
5.000000000000000000e+01,1.672000000000000000e+03
5.100000000000000000e+01,1.690000000000000000e+03
5.200000000000000000e+01,1.660000000000000000e+03
5.300000000000000000e+01,1.697000000000000000e+03
5.400000000000000000e+01,1.685000000000000000e+03
5.500000000000000000e+01,1.683000000000000000e+03
5.600000000000000000e+01,1.672000000000000000e+03
5.700000000000000000e+01,1.706000000000000000e+03
5.800000000000000000e+01,1.693000000000000000e+03
5.900000000000000000e+01,1.647000000000000000e+03
6.000000000000000000e+01,1.409000000000000000e+03
6.100000000000000000e+01,1.689000000000000000e+03
6.200000000000000000e+01,1.698000000000000000e+03
6.300000000000000000e+01,1.697000000000000000e+03
6.400000000000000000e+01,1.717000000000000000e+03
6.500000000000000000e+01,1.703000000000000000e+03
6.600000000000000000e+01,1.707000000000000000e+03
6.700000000000000000e+01,1.711000000000000000e+03
6.800000000000000000e+01,1.604000000000000000e+03
6.900000000000000000e+01,1.688000000000000000e+03
7.000000000000000000e+01,1.693000000000000000e+03
7.100000000000000000e+01,1.695000000000000000e+03
7.200000000000000000e+01,1.667000000000000000e+03
7.300000000000000000e+01,1.702000000000000000e+03
7.400000000000000000e+01,1.700000000000000000e+03
7.500000000000000000e+01,1.720000000000000000e+03
7.600000000000000000e+01,1.547000000000000000e+03
7.700000000000000000e+01,1.606000000000000000e+03
7.800000000000000000e+01,1.702000000000000000e+03
7.900000000000000000e+01,1.692000000000000000e+03
8.000000000000000000e+01,1.699000000000000000e+03
8.100000000000000000e+01,1.710000000000000000e+03
8.200000000000000000e+01,1.687000000000000000e+03
8.300000000000000000e+01,1.686000000000000000e+03
8.400000000000000000e+01,1.689000000000000000e+03
8.500000000000000000e+01,1.687000000000000000e+03
8.600000000000000000e+01,1.679000000000000000e+03
8.700000000000000000e+01,1.682000000000000000e+03
8.800000000000000000e+01,1.684000000000000000e+03
8.900000000000000000e+01,1.681000000000000000e+03
9.000000000000000000e+01,1.693000000000000000e+03
9.100000000000000000e+01,1.691000000000000000e+03
9.200000000000000000e+01,1.677000000000000000e+03
9.300000000000000000e+01,1.685000000000000000e+03
9.400000000000000000e+01,1.667000000000000000e+03
9.500000000000000000e+01,1.669000000000000000e+03
9.600000000000000000e+01,1.673000000000000000e+03
9.700000000000000000e+01,1.685000000000000000e+03
9.800000000000000000e+01,1.645000000000000000e+03
9.900000000000000000e+01,1.666000000000000000e+03
1.000000000000000000e+02,1.626000000000000000e+03
1.010000000000000000e+02,1.689000000000000000e+03
1.020000000000000000e+02,1.561000000000000000e+03
1.030000000000000000e+02,1.668000000000000000e+03
1.040000000000000000e+02,1.663000000000000000e+03
1.050000000000000000e+02,1.662000000000000000e+03
1.060000000000000000e+02,1.636000000000000000e+03
1.070000000000000000e+02,1.648000000000000000e+03
1.080000000000000000e+02,1.628000000000000000e+03
1.090000000000000000e+02,1.634000000000000000e+03
1.100000000000000000e+02,1.633000000000000000e+03
1.110000000000000000e+02,1.623000000000000000e+03
1.120000000000000000e+02,1.647000000000000000e+03
1.130000000000000000e+02,1.568000000000000000e+03
1.140000000000000000e+02,1.619000000000000000e+03
1.150000000000000000e+02,1.600000000000000000e+03
1.160000000000000000e+02,1.611000000000000000e+03
1.170000000000000000e+02,1.599000000000000000e+03
1.180000000000000000e+02,1.681000000000000000e+03
1.190000000000000000e+02,1.710000000000000000e+03
1.200000000000000000e+02,1.400000000000000000e+01
